date,close,open,high,low,volume,•Ï‰»—¦ %
2018/7/29,"20,620.00","22,670.00","22,780.00","22,330.00",269.49K,-1.95%
2018/7/22,"21,030.00","22,720.00","22,740.00","22,310.00",232.60K,1.15%
2018/7/15,"20,790.00","22,580.00","22,930.00","22,500.00",236.27K,0.58%
2018/7/8,"20,670.00","21,740.00","22,670.00","21,680.00",346.75K,3.92%
2018/7/1,"19,890.00","22,250.00","22,340.00","21,430.00",351.42K,-2.36%
2018/6/24,"20,370.00","22,520.00","22,590.00","21,980.00",324.71K,-0.49%
2018/6/17,"20,470.00","22,780.00","22,800.00","22,070.00",315.00K,-1.78%
2018/6/10,"20,840.00","22,550.00","22,970.00","22,470.00",223.42K,0.92%
2018/6/3,"20,650.00","22,240.00","22,860.00","22,230.00",445.97K,2.18%
2018/5/27,"20,210.00","22,400.00","22,550.00","21,920.00",301.65K,-1.13%
2018/5/20,"20,440.00","22,910.00","23,050.00","22,080.00",264.01K,-2.34%
2018/5/13,"20,930.00","22,710.00","22,960.00","22,670.00",184.58K,1.01%
2018/5/6,"20,720.00","22,480.00","22,780.00","22,350.00",215.70K,1.37%
2018/4/29,"20,440.00","22,510.00","22,580.00","22,410.00",80.66K,-0.24%
2018/4/22,"20,490.00","22,140.00","22,510.00","21,960.00",274.88K,1.49%
2018/4/15,"20,190.00","21,830.00","22,360.00","21,690.00",262.83K,1.56%
2018/4/8,"19,880.00","21,680.00","21,960.00","21,300.00",328.93K,0.76%
2018/4/1,"19,730.00","21,430.00","21,920.00","20,920.00",349.19K,0.92%
2018/3/25,"19,550.00","20,410.00","21,630.00","20,140.00",484.30K,5.90%
2018/3/18,"18,460.00","21,430.00","21,510.00","20,340.00",330.33K,-5.24%
2018/3/11,"19,480.00","21,340.00","21,920.00","21,310.00",319.12K,0.46%
2018/3/4,"19,390.00","21,130.00","21,810.00","20,690.00",657.67K,2.05%
